	ReferenceID	Latitude	Longitude	DateTime	day_of_week_sin	day_of_week_cos	time_sin	time_cos
160	24-30439	0.9950478257920095	0.6817566462387803	2024-06-23 02:07:25.000	-0.7818314824680299	0.6234898018587334	0.5262139236518696	0.8503522249955628
161	SAPD24136207	-0.50641917101961	-0.5304481518432482	2024-06-23 00:51:00.000	-0.7818314824680299	0.6234898018587334	0.22069743502150108	0.9753423205085127
162	SAPD24138623	-0.05218014381657288	-0.7816810454468697	2024-06-23 00:01:00.000	-0.7818314824680299	0.6234898018587334	0.004363309284746571	0.9999904807207345
163	SAPD24136309	0.06615901227866972	-0.474043645164016	2024-06-22 22:00:00.000	-0.9749279121818236	-0.2225209339563146	-0.5000000000000004	0.8660254037844384
164	SAPD24136802	0.1013669357574134	-0.4779855892895315	2024-06-22 20:00:00.000	-0.9749279121818236	-0.2225209339563146	-0.8660254037844386	0.5000000000000001
165	SAPD24135930	-0.8268689369784943	-0.37429847291538565	2024-06-22 17:26:00.000	-0.9749279121818236	-0.2225209339563146	-0.9890158633619167	-0.14780941112961132
166	SAPD24135778	-0.8238543857268873	-0.722950739934029	2024-06-22 14:19:00.000	-0.9749279121818236	-0.2225209339563146	-0.5699967625963029	-0.8216469379421637
167	SAPD24135448	-0.4532511362865469	-0.32883143669745396	2024-06-22 00:30:00.000	-0.9749279121818236	-0.2225209339563146	0.13052619222005157	0.9914448613738104
168	SAPD24147764	-0.044238857608039805	-0.2703782586625577	2024-06-22 00:00:00.000	-0.9749279121818236	-0.2225209339563146	0.0	1.0
169	SAPD24135326	-0.47420035954142403	-0.46392201727797433	2024-06-21 21:55:00.000	-0.433883739117558	-0.9009688679024191	-0.5187732581605214	0.8549118706729466
170	SAPD24135272	-0.5611559595685616	-0.3001060081190787	2024-06-21 20:13:00.000	-0.433883739117558	-0.9009688679024191	-0.8362861558477594	0.5482932295199139
171	SAPD24135069	-0.48123855233701773	-0.370136380793339	2024-06-21 16:09:00.000	-0.433883739117558	-0.9009688679024191	-0.8849876374630418	-0.46561452032511164
